o_city_id,d_city_id,flow_pop
120000,620600,5
120000,620700,6
120000,620800,9
120000,620900,6
120000,621000,11
120000,621100,5
120000,621200,9
120000,622900,5
120000,623000,9
120000,630100,8
120000,630200,8
120000,632200,9
120000,632300,7
120000,632500,7
120000,632600,5
120000,632700,7
120000,632800,7
120000,640100,14
120000,640200,6
120000,640300,6
120000,640400,9
120000,640500,10
120000,650100,13
120000,650200,9
120000,650400,5
120000,650500,9
120000,652300,8
120000,652700,6
120000,652800,8
120000,652900,9
120000,653000,6
120000,653100,8
120000,653200,8
120000,654000,7
120000,654200,9
120000,654300,5
120000,659001,9
120000,659002,6
120000,659003,6
120000,659004,5
120000,659005,6
120000,659006,9
120000,659007,7
120000,659008,9
120000,659009,5
130100,110000,2392
130100,120000,891
130100,130200,425
130100,130300,175
130100,130400,2159
130100,130500,6661
130100,130600,7736
130100,130700,476
130100,130800,152
130100,130900,2009
130100,131000,924
130100,131100,3582
130100,140100,1053
130100,140200,98
130100,140300,1097
130100,140400,122
130100,140500,39
130100,140600,54
130100,140700,745
130100,140800,96
130100,140900,404
130100,141000,128
130100,141100,213
130100,150100,47
130100,150200,21
130100,150300,5
130100,150400,33
130100,150500,8
130100,150600,70
130100,150700,5
130100,150800,8
130100,150900,31
130100,152200,8
130100,152500,22
130100,152900,8
130100,210100,52
130100,210200,19
130100,210300,11
130100,210400,9
130100,210500,7
130100,210600,5
130100,210700,15
130100,210800,10
130100,210900,5
130100,211000,6
130100,211100,11
130100,211200,7
130100,211300,12
130100,211400,29
130100,220100,21
130100,220200,5
130100,220300,5
130100,220400,9
130100,220500,7
130100,220600,6
130100,220700,10
130100,220800,9
130100,222400,8
130100,230100,18
130100,230200,6
130100,230300,5
130100,230400,8
130100,230500,10
130100,230600,6
130100,230700,9
130100,230800,5
130100,230900,5
130100,231000,5
130100,231100,5
130100,231200,7
130100,232700,5
130100,310000,29
130100,320100,21
130100,320200,15
130100,320300,53
130100,320400,7
130100,320500,20
130100,320600,14
130100,320700,30
130100,320800,13
130100,320900,16
130100,321000,11
130100,321100,5
130100,321200,10
130100,321300,16
130100,330100,20
130100,330200,7
130100,330300,6
130100,330400,8
130100,330500,6
130100,330600,5
130100,330700,8
130100,330800,6
130100,330900,6
130100,331000,9
130100,331100,7
130100,340100,20
130100,340200,7
130100,340300,7
130100,340400,7
130100,340500,5
130100,340600,5
130100,340700,6
130100,340800,5
130100,341000,6
130100,341100,5
130100,341200,19
130100,341300,13
130100,341500,5
130100,341600,12
130100,341700,5
130100,341800,7
130100,350100,5
130100,350200,8
130100,350300,7
130100,350400,5
130100,350500,6
130100,350600,6
130100,350700,9
130100,350800,9
130100,350900,6
130100,360100,11
130100,360200,7
130100,360300,7
130100,360400,8
130100,360500,8
130100,360600,9
130100,360700,5
130100,360800,8
130100,360900,9
130100,361000,8
130100,361100,9
130100,370100,335
130100,370200,93
130100,370300,88
130100,370400,32
130100,370500,82
130100,370600,74
130100,370700,103
130100,370800,107
130100,370900,102
130100,371000,34
130100,371100,25
130100,371300,139
130100,371400,402
130100,371500,246
130100,371600,131
130100,371700,82
130100,410100,264
130100,410200,39
130100,410300,60
130100,410400,26
130100,410500,197
130100,410600,41
130100,410700,109
130100,410800,54
130100,410900,76
130100,411000,33
130100,411100,16
130100,411200,14
130100,411300,47
130100,411400,34
130100,411500,19
130100,411600,36
130100,411700,40
130100,419001,7
130100,420100,44
130100,420200,6
130100,420300,8
130100,420500,8
130100,420600,13
130100,420700,8
130100,420800,5
130100,420900,10
130100,421000,9
130100,421100,7
130100,421200,5
130100,421300,8
130100,422800,5
130100,429004,5
130100,429005,10
130100,429006,10
130100,429021,7
130100,430100,25
130100,430200,5
130100,430300,7
130100,430400,5
130100,430500,6
130100,430600,6
130100,430700,5
130100,430800,10
130100,430900,6
130100,431000,9
130100,431100,5
130100,431200,7
130100,431300,7
130100,433100,9
130100,440100,25
130100,440200,7
130100,440300,11
130100,440400,10
130100,440500,9
130100,440600,6
130100,440700,7
130100,440800,9
130100,440900,5
130100,441200,6
130100,441300,9
130100,441400,5
130100,441500,7
130100,441600,10
130100,441700,8
130100,441800,6
130100,441900,11
130100,442000,5
130100,445100,5
130100,445200,9
130100,445300,10
130100,450100,8
130100,450200,5
130100,450300,5
130100,450400,8
130100,450500,5
130100,450600,9
130100,450700,5
130100,450800,5
130100,450900,9
130100,451000,10
130100,451100,7
130100,451200,9
130100,451300,10
130100,451400,5
130100,460100,9
130100,460200,6
130100,460300,9
130100,460400,5
130100,469001,8
130100,469002,5
130100,469005,7
130100,469006,8
130100,469007,7
130100,469021,8
130100,469022,9
130100,469023,5
130100,469024,7
130100,469025,6
130100,469026,5
130100,469027,6
130100,469028,7
130100,469029,6
130100,469030,5
130100,500000,50
130100,510100,57
130100,510300,8
130100,510400,8
130100,510500,6
130100,510600,8
130100,510700,8
130100,510800,7
130100,510900,5
130100,511000,9
130100,511100,8
130100,511300,12
130100,511400,8
130100,511500,7
130100,511600,6
130100,511700,10
130100,511800,8
130100,511900,12
130100,512000,8
130100,513200,6
130100,513300,5
130100,513400,6
130100,520100,10
130100,520200,7
130100,520300,8
130100,520400,6
130100,520500,10
130100,520600,10
130100,522300,6
130100,522600,5
130100,522700,5
130100,530100,13
130100,530300,8
130100,530400,5
130100,530500,5
130100,530600,10
130100,530700,7
130100,530800,6
130100,530900,5
130100,532300,9
130100,532500,10
130100,532600,8
130100,532800,6
130100,532900,5
130100,533100,5
130100,533300,8
130100,533400,7
130100,540100,6
130100,540200,6
130100,540300,8
130100,540400,7
130100,540500,5
130100,540600,6
130100,542500,6
130100,610100,170
130100,610200,6
130100,610300,10
130100,610400,22
130100,610500,39
130100,610600,26
130100,610700,10
130100,610800,215
130100,610900,9
130100,611000,7
130100,620100,27
130100,620200,7
130100,620300,9
130100,620400,5
130100,620500,7
130100,620600,5
130100,620700,9
130100,620800,6
130100,620900,7
130100,621000,19
130100,621100,5
130100,621200,9
130100,622900,8
130100,623000,6
130100,630100,14
130100,630200,6
130100,632200,7
130100,632300,8
130100,632500,6
130100,632600,6
130100,632700,7
130100,632800,7
130100,640100,38
130100,640200,9
130100,640300,13
130100,640400,7
130100,640500,10
130100,650100,10
130100,650200,10
130100,650400,7
130100,650500,10
130100,652300,8
130100,652700,7
130100,652800,6
130100,652900,10
130100,653000,5
130100,653100,6
130100,653200,7
130100,654000,8
130100,654200,5
130100,654300,7
130100,659001,9
130100,659002,8
130100,659003,6
130100,659004,9
130100,659005,5
130100,659006,5
130100,659007,7
130100,659008,5
130100,659009,9
130200,110000,4050
130200,120000,9131
130200,130100,463
130200,130300,5475
130200,130400,180
130200,130500,123
130200,130600,777
130200,130700,212
130200,130800,1515
130200,130900,1415
130200,131000,1765
130200,131100,212
130200,140100,50
130200,140200,41
130200,140300,12
130200,140400,12
130200,140500,5
130200,140600,13
130200,140700,26
130200,140800,11
130200,140900,49
130200,141000,12
130200,141100,14
130200,150100,30
130200,150200,22
130200,150300,6
130200,150400,306
130200,150500,61
130200,150600,20
130200,150700,18
130200,150800,10
130200,150900,22
130200,152200,16
130200,152500,28
130200,152900,9
130200,210100,511
130200,210200,143
130200,210300,118
130200,210400,36
130200,210500,27
130200,210600,46
130200,210700,233
130200,210800,103
130200,210900,57
130200,211000,47
130200,211100,149
130200,211200,42
130200,211300,173
130200,211400,907
130200,220100,165
130200,220200,45
130200,220300,51
130200,220400,17
130200,220500,33
130200,220600,14
130200,220700,28
130200,220800,15
130200,222400,19
130200,230100,142
130200,230200,29
130200,230300,8
130200,230400,5
130200,230500,6
130200,230600,31
130200,230700,5
130200,230800,14
130200,230900,8
130200,231000,18
130200,231100,6
130200,231200,27
130200,232700,9
130200,310000,47
130200,320100,28
130200,320200,21
130200,320300,57
130200,320400,15
130200,320500,29
130200,320600,19
130200,320700,44
130200,320800,15
130200,320900,22
130200,321000,13
130200,321100,6
130200,321200,10
130200,321300,15
130200,330100,26
130200,330200,12
130200,330300,8
130200,330400,16
130200,330500,6
130200,330600,5
130200,330700,9
130200,330800,9
130200,330900,8
130200,331000,6
130200,331100,5
130200,340100,24
130200,340200,5
130200,340300,9
130200,340400,6
130200,340500,6
130200,340600,6
130200,340700,9
130200,340800,7
130200,341000,5
130200,341100,6
130200,341200,21
130200,341300,10
130200,341500,6
130200,341600,12
130200,341700,10
130200,341800,7
130200,350100,6
130200,350200,5
130200,350300,8
130200,350400,7
130200,350500,6
130200,350600,9
130200,350700,5
130200,350800,5
130200,350900,7
130200,360100,10
130200,360200,5
130200,360300,9
130200,360400,5
130200,360500,8
130200,360600,5
130200,360700,7
130200,360800,10
130200,360900,8
130200,361000,6
130200,361100,7
130200,370100,170
130200,370200,119
130200,370300,84
130200,370400,30
130200,370500,126
130200,370600,62
130200,370700,164
130200,370800,74
130200,370900,56
130200,371000,27
130200,371100,25
130200,371300,137
130200,371400,212
130200,371500,69
130200,371600,261
130200,371700,55
130200,410100,70
130200,410200,18
130200,410300,15
130200,410400,8
130200,410500,27
130200,410600,7
130200,410700,26
130200,410800,10
130200,410900,35
130200,411000,9
130200,411100,5
130200,411200,8
130200,411300,14
130200,411400,23
130200,411500,9
130200,411600,23
130200,411700,16
130200,419001,7
130200,420100,29
130200,420200,5
130200,420300,6
130200,420500,10
130200,420600,7
130200,420700,8
130200,420800,10
130200,420900,6
130200,421000,5
130200,421100,5
130200,421200,8
130200,421300,9
130200,422800,5
130200,429004,6
130200,429005,10
130200,429006,10
130200,429021,10
130200,430100,19
130200,430200,6
130200,430300,10
130200,430400,8
130200,430500,7
130200,430600,9
130200,430700,6
130200,430800,5
130200,430900,6
130200,431000,8
130200,431100,6
130200,431200,5
130200,431300,10
130200,433100,6
130200,440100,21
130200,440200,6
130200,440300,12
130200,440400,9
130200,440500,7
130200,440600,5
130200,440700,5
130200,440800,6
130200,440900,7
130200,441200,6
130200,441300,10
130200,441400,10
130200,441500,9
130200,441600,7
130200,441700,7
130200,441800,9
130200,441900,10
130200,442000,5
130200,445100,6
130200,445200,7
130200,445300,8
130200,450100,6
130200,450200,5
130200,450300,9
130200,450400,9
130200,450500,10
130200,450600,7
130200,450700,8
130200,450800,5
130200,450900,5
130200,451000,5
130200,451100,8
130200,451200,7
130200,451300,7
130200,451400,9
130200,460100,8
130200,460200,6
130200,460300,8
130200,460400,10
130200,469001,9
130200,469002,5
130200,469005,9
130200,469006,6
130200,469007,8
130200,469021,9
130200,469022,6
130200,469023,8
130200,469024,10
130200,469025,7
130200,469026,5
130200,469027,5
130200,469028,9
130200,469029,9
130200,469030,5
130200,500000,18
130200,510100,21
130200,510300,10
130200,510400,7
130200,510500,5
130200,510600,8
130200,510700,5
130200,510800,6
130200,510900,6
130200,511000,6
130200,511100,6
130200,511300,6
130200,511400,7
130200,511500,8
130200,511600,7
130200,511700,9
130200,511800,8
130200,511900,7
130200,512000,8
130200,513200,9
130200,513300,9
130200,513400,9
130200,520100,7
130200,520200,5
130200,520300,5
130200,520400,5
130200,520500,8
130200,520600,8
130200,522300,9
130200,522600,5
130200,522700,9
130200,530100,6
130200,530300,9
130200,530400,9
130200,530500,7
130200,530600,9
130200,530700,8
130200,530800,8
130200,530900,10
130200,532300,8
130200,532500,6
130200,532600,6
130200,532800,5
130200,532900,8
130200,533100,9
130200,533300,6
130200,533400,6
130200,540100,9
130200,540200,7
130200,540300,5
130200,540400,9
130200,540500,8
130200,540600,7
130200,542500,5
130200,610100,40
130200,610200,6
130200,610300,5
130200,610400,5
130200,610500,9
130200,610600,5
130200,610700,8
130200,610800,13
130200,610900,8
130200,611000,6
130200,620100,8
130200,620200,10
130200,620300,7
130200,620400,6
130200,620500,9
130200,620600,6
130200,620700,5
130200,620800,7
130200,620900,7
130200,621000,6
130200,621100,8
130200,621200,10
130200,622900,6
130200,623000,10
130200,630100,10
130200,630200,10
130200,632200,10
130200,632300,5
130200,632500,10
130200,632600,10
130200,632700,7
130200,632800,9
130200,640100,7
130200,640200,7
130200,640300,6
130200,640400,5
130200,640500,6
130200,650100,6
130200,650200,9
130200,650400,8
130200,650500,10
130200,652300,7
130200,652700,7
130200,652800,6
130200,652900,5
130200,653000,8
130200,653100,5
130200,653200,10
130200,654000,7
130200,654200,6
130200,654300,10
130200,659001,6
130200,659002,5
130200,659003,5
130200,659004,8
130200,659005,7
130200,659006,8
130200,659007,9
130200,659008,5
130300,110000,2006
130300,120000,1791
130300,130100,187
130300,130200,4131
130300,130400,74
130300,130500,49
130300,130600,308
130300,130700,77
130300,130800,519
130300,130900,496
130300,131000,572
130300,131100,86
130300,140100,32
130300,140200,20
130300,140300,7
130300,140400,6
130300,140500,6
130300,140600,5
130300,140700,15
130300,140800,6
130300,140900,18
130300,141000,6
130300,141100,6
130300,150100,16
130300,150200,10
130300,150300,5
130300,150400,69
130300,150500,39
130300,150600,9
130300,150700,12
130300,150800,5
130300,150900,8
130300,152200,8
130300,152500,10
130300,152900,9
130300,210100,620
130300,210200,165
130300,210300,136
130300,210400,44
130300,210500,33
130300,210600,50
130300,210700,393
130300,210800,119
130300,210900,74
130300,211000,58
130300,211100,191
130300,211200,52
130300,211300,116
130300,211400,2464
130300,220100,188
130300,220200,52
130300,220300,62
130300,220400,18
130300,220500,38
130300,220600,16
130300,220700,33
130300,220800,15
130300,222400,20
130300,230100,166
130300,230200,30
130300,230300,10
130300,230400,6
130300,230500,6
130300,230600,38
130300,230700,5
130300,230800,14
130300,230900,8
130300,231000,20
130300,231100,6
130300,231200,29
130300,232700,7
130300,310000,31
130300,320100,16
130300,320200,12
130300,320300,26
130300,320400,7
130300,320500,18
130300,320600,11
130300,320700,23
130300,320800,8
130300,320900,14
130300,321000,6
130300,321100,7
130300,321200,5
130300,321300,8
130300,330100,16
130300,330200,7
130300,330300,7
130300,330400,8
130300,330500,10
130300,330600,7
130300,330700,6
130300,330800,5
130300,330900,5
130300,331000,5
130300,331100,5
130300,340100,12
130300,340200,8
130300,340300,5
130300,340400,7
130300,340500,5
130300,340600,6
130300,340700,7
130300,340800,5
130300,341000,8
130300,341100,7
130300,341200,10
130300,341300,5
130300,341500,8
130300,341600,6
130300,341700,10
130300,341800,5
130300,350100,6
130300,350200,7
130300,350300,9
130300,350400,8
130300,350500,7
130300,350600,9
130300,350700,9
130300,350800,10
130300,350900,6
130300,360100,6
130300,360200,9
130300,360300,6
130300,360400,9
130300,360500,8
130300,360600,8
130300,360700,5
130300,360800,10
130300,360900,10
130300,361000,5
130300,361100,9
130300,370100,89
130300,370200,74
130300,370300,42
130300,370400,12
130300,370500,57
130300,370600,33
130300,370700,98
130300,370800,34
130300,370900,28
130300,371000,18
130300,371100,14
130300,371300,74
130300,371400,83
130300,371500,33
130300,371600,115
130300,371700,28
130300,410100,42
130300,410200,10
130300,410300,9
130300,410400,8
130300,410500,12
130300,410600,7
130300,410700,12
130300,410800,5
130300,410900,15
130300,411000,8
130300,411100,8
130300,411200,9
130300,411300,7
130300,411400,12
130300,411500,5
130300,411600,11
130300,411700,10
130300,419001,10
130300,420100,17
130300,420200,10
130300,420300,6
130300,420500,8
130300,420600,7
130300,420700,7
130300,420800,6
130300,420900,7
130300,421000,7
130300,421100,6
130300,421200,6
130300,421300,9
130300,422800,10
130300,429004,9
130300,429005,6
130300,429006,7
130300,429021,10
130300,430100,11
130300,430200,6
130300,430300,8
130300,430400,5
130300,430500,7
130300,430600,8
130300,430700,9
130300,430800,8
130300,430900,9
130300,431000,9
130300,431100,5
130300,431200,6
130300,431300,5
130300,433100,6
130300,440100,14
130300,440200,5
130300,440300,7
130300,440400,10
130300,440500,8
130300,440600,7
130300,440700,5
130300,440800,5
130300,440900,5
130300,441200,9
130300,441300,5
130300,441400,8
130300,441500,8
130300,441600,10
130300,441700,5
130300,441800,6
130300,441900,5
130300,442000,5
130300,445100,10
130300,445200,6
130300,445300,6
130300,450100,9
130300,450200,8
130300,450300,9
130300,450400,6
130300,450500,7
130300,450600,9
130300,450700,5
130300,450800,7
130300,450900,10
130300,451000,8
130300,451100,9
130300,451200,10
130300,451300,10
130300,451400,9
130300,460100,10
130300,460200,7
130300,460300,8
130300,460400,7
130300,469001,9
130300,469002,8
130300,469005,10
130300,469006,7
130300,469007,10
130300,469021,6
130300,469022,10
130300,469023,5
130300,469024,8
130300,469025,6
130300,469026,9
130300,469027,8
130300,469028,6
130300,469029,7
130300,469030,9
130300,500000,14
130300,510100,13
130300,510300,8
130300,510400,10
130300,510500,7
130300,510600,7
130300,510700,9
130300,510800,9
130300,510900,5
130300,511000,9
130300,511100,5
130300,511300,6
130300,511400,8
130300,511500,7
130300,511600,6
130300,511700,7
130300,511800,9
130300,511900,7
130300,512000,7
130300,513200,9
130300,513300,9
130300,513400,8
130300,520100,5
130300,520200,5
130300,520300,7
130300,520400,6
130300,520500,7
130300,520600,9
